LOT-ID,Rxn_ID,SMILES,exp_name,type,targets,catalyst,base,solvent,temperature
XLS001AI-ARH148-AMI327-20250928PI,ARH148_AMI327,Cl[c:8]1[cH:7][cH:6][c:5]([C:3]([O:2][CH3:1])=[O:4])[cH:13][c:9]1[N+:10](=[O:11])[O-:12].[CH3:14][CH2:15][O:16][C:17](=[O:18])[c:19]1[cH:20][c:21]2[c:22](=[O:23])[c:24]3[cH:25][c:26]([CH:27]([CH3:28])[CH3:29])[cH:30][cH:31][c:32]3[o:33][c:34]2[n:35][c:36]1[NH2:37]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([NH:37][c:36]2[c:19]([C:17]([O:16][CH2:15][CH3:14])=[O:18])[cH:20][c:21]3[c:22](=[O:23])[c:24]4[cH:25][c:26]([CH:27]([CH3:28])[CH3:29])[cH:30][cH:31][c:32]4[o:33][c:34]3[n:35]2)[c:9]([N+:10](=[O:11])[O-:12])[cH:13]1,"0.2_cataCXium A Pd G4, 3.0_t-BuONa, 1ml_Dioxane, 80C_10h",Buchwald,0,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.CNc1ccccc1-c1ccccc1[Pd]OS(C)(=O)=O,CC(C)(C)[O-].[Na+],C1COCCO1,80
XLS001AI-ARH148-AMI327-20250904PJ,ARH148_AMI327,Cl[c:8]1[cH:7][cH:6][c:5]([C:3]([O:2][CH3:1])=[O:4])[cH:13][c:9]1[N+:10](=[O:11])[O-:12].[CH3:14][CH2:15][O:16][C:17](=[O:18])[c:19]1[cH:20][c:21]2[c:22](=[O:23])[c:24]3[cH:25][c:26]([CH:27]([CH3:28])[CH3:29])[cH:30][cH:31][c:32]3[o:33][c:34]2[n:35][c:36]1[NH2:37]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([NH:37][c:36]2[c:19]([C:17]([O:16][CH2:15][CH3:14])=[O:18])[cH:20][c:21]3[c:22](=[O:23])[c:24]4[cH:25][c:26]([CH:27]([CH3:28])[CH3:29])[cH:30][cH:31][c:32]4[o:33][c:34]3[n:35]2)[c:9]([N+:10](=[O:11])[O-:12])[cH:13]1,"0.2_t-BuBrettPhos Pd G3, 3.0_Cs2CO3, 1ml_Dioxane, 80C_10h",Buchwald,0,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.CCOc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1,80
XLS001AI-ARH148-AMI327-20250904PK,ARH148_AMI327,Cl[c:8]1[cH:7][cH:6][c:5]([C:3]([O:2][CH3:1])=[O:4])[cH:13][c:9]1[N+:10](=[O:11])[O-:12].[CH3:14][CH2:15][O:16][C:17](=[O:18])[c:19]1[cH:20][c:21]2[c:22](=[O:23])[c:24]3[cH:25][c:26]([CH:27]([CH3:28])[CH3:29])[cH:30][cH:31][c:32]3[o:33][c:34]2[n:35][c:36]1[NH2:37]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([NH:37][c:36]2[c:19]([C:17]([O:16][CH2:15][CH3:14])=[O:18])[cH:20][c:21]3[c:22](=[O:23])[c:24]4[cH:25][c:26]([CH:27]([CH3:28])[CH3:29])[cH:30][cH:31][c:32]4[o:33][c:34]3[n:35]2)[c:9]([N+:10](=[O:11])[O-:12])[cH:13]1,"0.2_t-BuBrettPhos Pd G3, 3.0_K3PO4, 1ml_Dioxane, 80C_10h",Buchwald,0,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.CCOc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,O=P([O-])([O-])[O-].[K+].[K+].[K+],C1COCCO1,80
XLS001AI-ARH148-AMI327-20250904LA,ARH148_AMI327,Cl[c:8]1[cH:7][cH:6][c:5]([C:3]([O:2][CH3:1])=[O:4])[cH:13][c:9]1[N+:10](=[O:11])[O-:12].[CH3:14][CH2:15][O:16][C:17](=[O:18])[c:19]1[cH:20][c:21]2[c:22](=[O:23])[c:24]3[cH:25][c:26]([CH:27]([CH3:28])[CH3:29])[cH:30][cH:31][c:32]3[o:33][c:34]2[n:35][c:36]1[NH2:37]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([NH:37][c:36]2[c:19]([C:17]([O:16][CH2:15][CH3:14])=[O:18])[cH:20][c:21]3[c:22](=[O:23])[c:24]4[cH:25][c:26]([CH:27]([CH3:28])[CH3:29])[cH:30][cH:31][c:32]4[o:33][c:34]3[n:35]2)[c:9]([N+:10](=[O:11])[O-:12])[cH:13]1,"0.2_t-BuBrettPhos Pd G3, 3.0_LiHMDS, 1ml_Dioxane, 80C_10h",Buchwald,0,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.CCOc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,[Li]N([Si](C)(C)C)[Si](C)(C)C,C1COCCO1,80
XLS001AI-ARH148-AMI327-20250904PD,ARH148_AMI327,Cl[c:8]1[cH:7][cH:6][c:5]([C:3]([O:2][CH3:1])=[O:4])[cH:13][c:9]1[N+:10](=[O:11])[O-:12].[CH3:14][CH2:15][O:16][C:17](=[O:18])[c:19]1[cH:20][c:21]2[c:22](=[O:23])[c:24]3[cH:25][c:26]([CH:27]([CH3:28])[CH3:29])[cH:30][cH:31][c:32]3[o:33][c:34]2[n:35][c:36]1[NH2:37]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([NH:37][c:36]2[c:19]([C:17]([O:16][CH2:15][CH3:14])=[O:18])[cH:20][c:21]3[c:22](=[O:23])[c:24]4[cH:25][c:26]([CH:27]([CH3:28])[CH3:29])[cH:30][cH:31][c:32]4[o:33][c:34]3[n:35]2)[c:9]([N+:10](=[O:11])[O-:12])[cH:13]1,"0.2_t-BuBrettPhos Pd G3, 3.0_NaOTMS, 1ml_Dioxane, 80C_10h",Buchwald,0,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.CCOc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N,C[Si](C)(C)[O-].[Na+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915P1,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.1_AlPhos Pd G6 Br, 3.0_Cs2CO3, 1ml_Dioxane, 80C_10h",Buchwald,0,CCCCc1c(F)c(F)c(-c2c(C(C)C)cc(C(C)C)c(-c3cccc(OC)c3P([C@]34C[C@@H]5C[C@@H](C[C@@H](C5)C3)C4)[C@]34C[C@@H]5C[C@@H](C[C@@H](C5)C3)C4)c2C(C)C)c(F)c1F.FC(F)(F)c1ccc([Pd]Br)cc1,O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915L3,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.1_AlPhos Pd G6 Br, 3.0_LiHMDS, 1ml_Dioxane, 80C_10h",Buchwald,0,CCCCc1c(F)c(F)c(-c2c(C(C)C)cc(C(C)C)c(-c3cccc(OC)c3P([C@]34C[C@@H]5C[C@@H](C[C@@H](C5)C3)C4)[C@]34C[C@@H]5C[C@@H](C[C@@H](C5)C3)C4)c2C(C)C)c(F)c1F.FC(F)(F)c1ccc([Pd]Br)cc1,[Li]N([Si](C)(C)C)[Si](C)(C)C,C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915L6,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.1_GPhos Pd G6 TES, 1.1_LiHMDS, 1ml_Dioxane, 80C_10h",Buchwald,0,COc1ccc(OC(C)(C)C)c([PH](C2CCCCC2)(C2CCCCC2)[Pd](Br)c2ccc(C(=O)OCC[Si](C)(C)C)cc2)c1-c1c(C(C)C)cccc1C(C)C,[Li]N([Si](C)(C)C)[Si](C)(C)C,C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915P5,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.1_GPhos Pd G6 TES, 1.1_NaOTMS, 1ml_Dioxane, 80C_10h",Buchwald,0,COc1ccc(OC(C)(C)C)c([PH](C2CCCCC2)(C2CCCCC2)[Pd](Br)c2ccc(C(=O)OCC[Si](C)(C)C)cc2)c1-c1c(C(C)C)cccc1C(C)C,C[Si](C)(C)[O-].[Na+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915L5,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.1_GPhos Pd G6 TES, 3.0_LiHMDS, 1ml_Dioxane, 80C_10h",Buchwald,0,COc1ccc(OC(C)(C)C)c([PH](C2CCCCC2)(C2CCCCC2)[Pd](Br)c2ccc(C(=O)OCC[Si](C)(C)C)cc2)c1-c1c(C(C)C)cccc1C(C)C,[Li]N([Si](C)(C)C)[Si](C)(C)C,C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915F1,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.1_GPhos Pd G6 TES, 3.0_LiHMDS, 1ml_THF, 50C_10h",Buchwald,0,COc1ccc(OC(C)(C)C)c([PH](C2CCCCC2)(C2CCCCC2)[Pd](Br)c2ccc(C(=O)OCC[Si](C)(C)C)cc2)c1-c1c(C(C)C)cccc1C(C)C,[Li]N([Si](C)(C)C)[Si](C)(C)C,C1CCOC1,50
XLS001AI-ARH330-AMI379-20250915P4,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.1_GPhos Pd G6 TES, 3.0_NaOTMS, 1ml_Dioxane, 80C_10h",Buchwald,0,COc1ccc(OC(C)(C)C)c([PH](C2CCCCC2)(C2CCCCC2)[Pd](Br)c2ccc(C(=O)OCC[Si](C)(C)C)cc2)c1-c1c(C(C)C)cccc1C(C)C,C[Si](C)(C)[O-].[Na+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915F2,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.1_GPhos Pd G6 TES, 3.0_NaOTMS, 1ml_THF, 50C_10h",Buchwald,0,COc1ccc(OC(C)(C)C)c([PH](C2CCCCC2)(C2CCCCC2)[Pd](Br)c2ccc(C(=O)OCC[Si](C)(C)C)cc2)c1-c1c(C(C)C)cccc1C(C)C,C[Si](C)(C)[O-].[Na+],C1CCOC1,50
XLS001AI-ARH330-AMI379-20250911D2,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_BrettPhos Pd G4, 3.0_DBU, 1ml_Dioxane, 80C_10h",Buchwald,0,CNc1ccccc1-c1ccccc1[Pd]OS(C)(=O)=O.COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,C1CCC2=NCCCN2CC1,C1COCCO1,80
XLS001AI-ARH330-AMI379-20250911PC,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_BrettPhos Pd G4, 3.0_K3PO4, 1ml_Dioxane, 80C_10h",Buchwald,0,CNc1ccccc1-c1ccccc1[Pd]OS(C)(=O)=O.COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,O=P([O-])([O-])[O-].[K+].[K+].[K+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250911L9,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_BrettPhos Pd G4, 3.0_LiHMDS, 1ml_Dioxane, 80C_10h",Buchwald,0,CNc1ccccc1-c1ccccc1[Pd]OS(C)(=O)=O.COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,[Li]N([Si](C)(C)C)[Si](C)(C)C,C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915P8,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_DavePhos Pd G4, 3.0_Cs2CO3, 1ml_Dioxane, 80C_10h",Buchwald,0,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1.CNc1ccccc1-c1ccccc1[Pd+].CS(=O)(=O)[O-],O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915P9,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_DavePhos Pd G4, 3.0_K3PO4, 1ml_Dioxane, 80C_10h",Buchwald,0,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1.CNc1ccccc1-c1ccccc1[Pd+].CS(=O)(=O)[O-],O=P([O-])([O-])[O-].[K+].[K+].[K+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915L4,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_DavePhos Pd G4, 3.0_LiHMDS, 1ml_Dioxane, 80C_10h",Buchwald,0,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1.CNc1ccccc1-c1ccccc1[Pd+].CS(=O)(=O)[O-],[Li]N([Si](C)(C)C)[Si](C)(C)C,C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915PA,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_DavePhos Pd G4, 3.0_NaOTMS, 1ml_Dioxane, 80C_10h",Buchwald,0,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1.CNc1ccccc1-c1ccccc1[Pd+].CS(=O)(=O)[O-],C[Si](C)(C)[O-].[Na+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250911PE,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_EPhos Pd G4, 3.0_Cs2CO3, 1ml_Dioxane, 80C_10h",Buchwald,0,CC(C)Oc1cccc(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1P(C1CCCCC1)C1CCCCC1.CNc1ccccc1-c1ccccc1[Pd+].CS(=O)(=O)[O-],O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250911PF,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_EPhos Pd G4, 3.0_K3PO4, 1ml_Dioxane, 80C_10h",Buchwald,0,CC(C)Oc1cccc(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1P(C1CCCCC1)C1CCCCC1.CNc1ccccc1-c1ccccc1[Pd+].CS(=O)(=O)[O-],O=P([O-])([O-])[O-].[K+].[K+].[K+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250911LB,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_EPhos Pd G4, 3.0_LiHMDS, 1ml_Dioxane, 80C_10h",Buchwald,0,CC(C)Oc1cccc(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1P(C1CCCCC1)C1CCCCC1.CNc1ccccc1-c1ccccc1[Pd+].CS(=O)(=O)[O-],[Li]N([Si](C)(C)C)[Si](C)(C)C,C1COCCO1,80
XLS001AI-ARH330-AMI379-20250911PG,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_EPhos Pd G4, 3.0_NaOTMS, 1ml_Dioxane, 80C_10h",Buchwald,0,CC(C)Oc1cccc(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1P(C1CCCCC1)C1CCCCC1.CNc1ccccc1-c1ccccc1[Pd+].CS(=O)(=O)[O-],C[Si](C)(C)[O-].[Na+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915S4,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_Pd2(dba)3, 0.2_BippyPhos, 3.0_Cs2CO3, 1ml_Dioxane, 80C_10h",Buchwald,0,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Pd].[Pd].CC(C)(C)P(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C,O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915S3,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_Pd2(dba)3, 0.2_BippyPhos, 3.0_t-BuONa, 1ml_Dioxane, 80C_10h",Buchwald,0,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Pd].[Pd].CC(C)(C)P(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C,CC(C)(C)[O-].[Na+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915S6,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_Pd2(dba)3, 0.2_DPEphos, 3.0_Cs2CO3, 1ml_Dioxane, 80C_10h",Buchwald,0,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Pd].[Pd].c1ccc(P(c2ccccc2)c2ccccc2Oc2ccccc2P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915S5,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_Pd2(dba)3, 0.2_DPEphos, 3.0_t-BuONa, 1ml_Dioxane, 80C_10h",Buchwald,0,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Pd].[Pd].c1ccc(P(c2ccccc2)c2ccccc2Oc2ccccc2P(c2ccccc2)c2ccccc2)cc1,CC(C)(C)[O-].[Na+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250911SA,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_Pd2(dba)3, 0.2_JohnPhos, 3.0_Cs2CO3, 1ml_Dioxane, 80C_10h",Buchwald,0,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].CC(C)(C)P(c1ccccc1-c1ccccc1)C(C)(C)C,O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250911S9,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_Pd2(dba)3, 0.2_JohnPhos, 3.0_t-BuONa, 1ml_Dioxane, 80C_10h",Buchwald,0,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].CC(C)(C)P(c1ccccc1-c1ccccc1)C(C)(C)C,CC(C)(C)[O-].[Na+],C1COCCO1,80
XLS001AI-ARH330-AMI379-20250915S8,ARH330_AMI379,Br[c:6]1[cH:5][cH:4][cH:3][c:2]([F:1])[c:7]1[F:8].[NH2:9][n:10]1[cH:11][cH:12][cH:13][cH:14]1>>[F:1][c:2]1[cH:3][cH:4][cH:5][c:6]([NH:9][n:10]2[cH:11][cH:12][cH:13][cH:14]2)[c:7]1[F:8],"0.2_Pd2(dba)3, 0.2_Me4tBuxphos, 3.0_Cs2CO3, 1ml_Dioxane, 80C_10h",Buchwald,0,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd].Cc1c(C)c(C)c(P(C(C)(C)C)C(C)(C)C)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1C,O=C([O-])[O-].[Cs+].[Cs+],C1COCCO1,80
